# index clusteringCoefficient averagePathLength inDegreeMean outDegreeMean
1 0.9347721493255471 4.286472148541111 1.75609756097561 1.7560975609756098
2 0.8272385221175869 4.9083982990786525 3.13 3.13
3 0.6919304494846723 3.2076585439685217 5.449999999999998 5.4499999999999975
4 0.6526951239925425 3.0355977062196864 9.135000000000002 9.135000000000002
5 0.5978407501989292 2.694477770541265 12.854999999999995 12.855000000000002
6 0.5403555211182498 2.3278698664027466 17.35499999999999 17.354999999999986
7 0.5110738484942047 2.18123065225655 22.165 22.165000000000013
8 0.42553118972678283 1.9579158316633258 27.950000000000003 27.94999999999999
9 0.38591721586038086 1.882985718418767 32.09 32.08999999999999
10 0.37750682584325873 1.8600953485375589 34.48000000000002 34.48000000000001
11 0.36308619208431225 1.8397856630089244 35.89999999999999 35.9
12 0.36121367825315187 1.8309660547636133 36.140000000000015 36.140000000000036
13 0.3597895795593161 1.826430130450234 36.635000000000005 36.635000000000005
14 0.3557548996364786 1.8139688340693318 37.20999999999999 37.21
15 0.35895776039197086 1.8132582102431356 37.22 37.22000000000001
16 0.3581302354986564 1.8123532234034472 37.47499999999997 37.475
17 0.35341947210368263 1.8114441554506207 37.519999999999975 37.52000000000001
18 0.3511691955113009 1.8114189035630384 37.515 37.51500000000001
19 0.35124703651019396 1.8118734375394634 37.49499999999998 37.49499999999999
20 0.3509785273995799 1.8113567839195932 37.715 37.71500000000001
21 0.3499727358937884 1.8112060301507538 37.68500000000002 37.68499999999998
22 0.35216453295400624 1.8114070351758773 37.67499999999997 37.674999999999976
23 0.35331397186660335 1.811281407035176 37.665000000000006 37.66500000000001
24 0.3529982614193141 1.8110301507537732 37.719999999999985 37.720000000000006
25 0.3526564722617356 1.811231155778897 37.71 37.709999999999994
26 0.35439781887150323 1.8112311557788945 37.68999999999998 37.690000000000005
27 0.3530140666982774 1.811206030150748 37.73000000000001 37.730000000000004
28 0.35340129603287523 1.811030150753771 37.725 37.724999999999994
29 0.3506235182550974 1.810929648241206 37.71 37.71000000000003
30 0.3524561403508772 1.811557788944723 37.660000000000004 37.66
31 0.3492034139402563 1.811155778894473 37.68000000000002 37.67999999999998
32 0.35171250197565995 1.8112311557788927 37.68500000000003 37.684999999999995
33 0.3527726410621146 1.8110552763819086 37.715 37.71500000000002
34 0.35068199778726095 1.811030150753769 37.71 37.709999999999994
35 0.35283191085822646 1.8106030150753787 37.74499999999998 37.74499999999998
36 0.3518156314208946 1.811130653266328 37.69499999999999 37.695
37 0.3542342342342342 1.8109296482412056 37.714999999999996 37.714999999999975
38 0.35275525525525536 1.8109547738693423 37.71000000000001 37.71000000000001
39 0.35034495021337114 1.8111306532663345 37.690000000000005 37.68999999999999
40 0.35290342974553485 1.811457286432163 37.67000000000001 37.67
41 0.35440155569102944 1.8110552763819125 37.72499999999999 37.72500000000003
42 0.35533783783783773 1.8113065326633173 37.69000000000003 37.69
43 0.3514291923502448 1.811331658291457 37.68500000000001 37.68499999999998
44 0.3520598229808754 1.8115075376884433 37.69500000000001 37.695
45 0.35126126126126145 1.8111809045226175 37.699999999999996 37.69999999999998
46 0.35015805278963186 1.8110301507537652 37.75500000000002 37.75500000000002
47 0.3530148569622258 1.8111306532663252 37.684999999999995 37.685
48 0.3558973447131344 1.8113316582914574 37.68000000000002 37.68000000000002
49 0.3499379642800697 1.8115075376884433 37.65000000000002 37.65
50 0.3501343448711871 1.810929648241206 37.690000000000005 37.69
51 0.3485629050102736 1.8110050251256267 37.70500000000003 37.70499999999999
52 0.35130709657025444 1.8110301507537674 37.689999999999976 37.69
53 0.3490011063695274 1.8113065326633138 37.66499999999998 37.665000000000006
54 0.35215584005057676 1.8110050251256251 37.66 37.66000000000002
55 0.3504085664611983 1.8110301507537652 37.69999999999999 37.7
56 0.35084084084084055 1.8110050251256267 37.70999999999999 37.71
57 0.3492512249091197 1.8109798994974882 37.69999999999997 37.69999999999999
58 0.3510419630156472 1.8107286432160818 37.730000000000025 37.730000000000004
59 0.3490904061956692 1.8109045226130676 37.69499999999999 37.695
60 0.3521767820452031 1.8106532663316546 37.72999999999998 37.73
61 0.3526217006480167 1.8108291457286374 37.72000000000001 37.71999999999997
62 0.3506902955587162 1.8113065326633162 37.699999999999996 37.7
63 0.35205389600126447 1.8112311557788945 37.700000000000024 37.69999999999999
64 0.3535146989094358 1.8113819095477395 37.65000000000001 37.650000000000006
65 0.3482100521574207 1.8107788944723626 37.77500000000001 37.77499999999999
66 0.3502623676307887 1.8114824120603001 37.699999999999974 37.69999999999999
67 0.35113223373749697 1.8117085427135708 37.679999999999986 37.68
68 0.3528236130867709 1.8115075376884469 37.69 37.69
69 0.35003516674569285 1.8111809045226182 37.70000000000004 37.7
70 0.35211869764501347 1.8109547738693395 37.71000000000001 37.71000000000001
